Time,TensionStroke,VesselHeave,Time,RiserSlack
12.3,-1.34238107937,0.0,112.3,-24.361828259
12.4,-1.36369795311,0.0,112.4,-23.8635459441
12.5,-1.38532771213,0.0,112.5,-23.4222736728
12.6,-1.4071264292,0.0,112.6,-23.0437481967
12.7,-1.4289626925,0.0,112.7,-22.7301671436
12.8,-1.45070509022,0.0,112.8,-22.4806211908
12.9,-1.47223472595,0.0,112.9,-22.2921919009
13.0,-1.493438961,0.0,113.0,-22.1610910154
13.1,-1.51421454322,0.0,113.1,-22.0833049984
13.2,-1.53446447818,0.0,113.2,-22.0547233197
13.3,-1.55410741571,0.0,113.3,-22.0711615298
13.4,-1.57307139219,0.0,113.4,-22.1284508236
13.5,-1.59129070172,0.0,113.5,-22.2224141826
13.6,-1.60870902494,0.0,113.6,-22.3486766884
13.7,-1.62528881564,0.0,113.7,-22.5025090802
13.8,-1.64098626985,0.0,113.8,-22.6788942426
13.9,-1.65577322792,0.0,113.9,-22.8727892471
14.0,-1.66962465902,0.0,114.0,-23.0794409754
14.1,-1.68251866118,0.0,114.1,-23.2946395561
14.2,-1.69444271899,0.0,114.2,-23.5148489945
14.3,-1.70537805933,0.0,114.3,-23.73713208
14.4,-1.71532155335,0.0,114.4,-23.9588609674
14.5,-1.72426068564,0.0,114.5,-24.1774782108
14.6,-1.7321954562,0.0,114.6,-24.3904181509
14.7,-1.73912273617,0.0,114.7,-24.595128035
14.8,-1.74503939671,0.0,114.8,-24.7891638379
14.9,-1.74994856667,0.0,114.9,-24.970354527
15.0,-1.7538596326,0.0,115.0,-25.1370504146
15.1,-1.75678198106,0.0,115.1,-25.2883593867
15.2,-1.75872812747,0.0,115.2,-25.4242775321
15.3,-1.75972310264,0.0,115.3,-25.5456496411
15.4,-1.7597919374,0.0,115.4,-25.6539353236
15.5,-1.75896279142,0.0,115.5,-25.7508499729
15.6,-1.75727633979,0.0,115.6,-25.8380166815
15.7,-1.7547795153,0.0,115.7,-25.9167472209
15.8,-1.75151925074,0.0,115.8,-25.9879818113
15.9,-1.74755812317,0.0,115.9,-26.0523532632
16.0,-1.74295870964,0.0,116.0,-26.1103191714
16.1,-1.73779297376,0.0,116.1,-26.1623136641
16.2,-1.73213287914,0.0,116.2,-26.2088600419
16.3,-1.72606290482,0.0,116.3,-26.2506247505
16.4,-1.71966440096,0.0,116.4,-26.2884439759
16.5,-1.71302497543,0.0,116.5,-26.3233009599
16.6,-1.70623849383,0.0,116.6,-26.3562094508
16.7,-1.69939256403,0.0,116.7,-26.3880423986
16.8,-1.69258730931,0.0,116.8,-26.4193919387
16.9,-1.68591033755,0.0,116.9,-26.450562352
17.0,-1.67945551434,0.0,117.0,-26.4816897435
17.1,-1.67331670526,0.0,117.1,-26.5128898808
17.2,-1.66757838933,0.0,117.2,-26.5443223355
17.3,-1.66232504557,0.0,117.3,-26.5761897007
17.4,-1.65764115301,0.0,117.4,-26.608677361
17.5,-1.65359241756,0.0,117.5,-26.6418987372
17.6,-1.65025393168,0.0,117.6,-26.675841314
17.7,-1.64768201473,0.0,117.7,-26.7103337866
17.8,-1.64592672834,0.0,117.8,-26.7450272881
17.9,-1.6450287476,0.0,117.9,-26.7794157263
18.0,-1.64502248989,0.0,118.0,-26.812899144
18.1,-1.64592359948,0.0,118.1,-26.8448775835
18.2,-1.64774459178,0.0,118.2,-26.8748386951
18.3,-1.65048233793,0.0,118.3,-26.9023952835
18.4,-1.65412119367,0.0,118.4,-26.9272634051
18.5,-1.65863612818,0.0,118.5,-26.9491997917
18.6,-1.66399272408,0.0,118.6,-26.9679361441
18.7,-1.67014404858,0.0,118.7,-26.9831533194
18.8,-1.67703691117,0.0,118.8,-26.9944938462
18.9,-1.68460247711,0.0,118.9,-27.0015908664
19.0,-1.69277504047,0.0,119.0,-27.004128366
19.1,-1.70147950881,0.0,119.1,-27.0018928007
19.2,-1.71064078964,0.0,119.2,-26.9948036026
19.3,-1.72016814625,0.0,119.3,-26.9829256954
19.4,-1.72998961501,0.0,119.4,-26.9664483746
19.5,-1.7400144592,0.0,119.5,-26.9456501082
19.6,-1.75016758636,0.0,119.6,-26.9208508214
19.7,-1.76037390401,0.0,119.7,-26.8923892124
19.8,-1.77055519084,0.0,119.8,-26.8606133661
19.9,-1.78064261209,0.0,119.9,-26.825876843
20.0,-1.79057671955,0.0,120.0,-26.788539461
20.1,-1.80029180732,0.0,120.1,-26.7489907623
20.2,-1.8097346849,0.0,120.2,-26.7077032037
20.3,-1.8188584195,0.0,120.3,-26.665259534
20.4,-1.82761607833,0.0,120.4,-26.6223246344
20.5,-1.83597011516,0.0,120.5,-26.579577466
20.6,-1.8438861126,0.0,120.6,-26.5376484926
20.7,-1.85132965328,0.0,120.7,-26.49709465
20.8,-1.85827257752,0.0,120.8,-26.4584087324
20.9,-1.86469298335,0.0,120.9,-26.4220319082
21.0,-1.87057209766,0.0,121.0,-26.3883662349
21.1,-1.87588488962,0.0,121.1,-26.357777006
21.2,-1.88062197267,0.0,121.2,-26.3306044844
21.3,-1.88476770256,0.0,121.3,-26.307149822
21.4,-1.88831582157,0.0,121.4,-26.2876562872
21.5,-1.8912538143,0.0,121.5,-26.272281887
21.6,-1.89358168074,0.0,121.6,-26.2610923274
21.7,-1.89529629204,0.0,121.7,-26.2540805684
21.8,-1.89640077706,0.0,121.8,-26.251184033
21.9,-1.89689826465,0.0,121.9,-26.2522791314
22.0,-1.89679501251,0.0,122.0,-26.2571640528
22.1,-1.89610353605,0.0,122.1,-26.2655626758
22.2,-1.89483635069,0.0,122.2,-26.277143342
22.3,-1.89300910069,0.0,122.3,-26.2915509266
22.4,-1.89064055916,0.0,122.4,-26.3084389093
22.5,-1.88774949922,0.0,122.5,-26.3274787605
22.6,-1.88436408055,0.0,122.6,-26.3483740213
22.7,-1.88050620512,0.0,122.7,-26.3708563927
22.8,-1.87620716145,0.0,122.8,-26.3946771309
22.9,-1.87149510922,0.0,122.9,-26.4195796699
23.0,-1.8664044658,0.0,123.0,-26.4452769375
23.1,-1.86097277744,0.0,123.1,-26.4714411863
23.2,-1.85523133265,0.0,123.2,-26.4977086873
23.3,-1.84922706424,0.0,123.3,-26.5237188402
23.4,-1.84300064728,0.0,123.4,-26.5491626707
23.5,-1.83659588571,0.0,123.5,-26.5738297635
23.6,-1.83005971233,0.0,123.6,-26.5976317286
23.7,-1.82344218877,0.0,123.7,-26.6205787346
23.8,-1.81679337669,0.0,123.8,-26.6427263187
23.9,-1.81016959543,0.0,123.9,-26.6641206316
24.0,-1.80361777779,0.0,124.0,-26.6847554154
24.1,-1.79719737196,0.0,124.1,-26.7045626177
24.2,-1.79095843958,0.0,124.2,-26.7234272531
24.3,-1.78495104232,0.0,124.3,-26.7412171276
24.4,-1.77922837065,0.0,124.4,-26.7578242958
24.5,-1.77383422852,0.0,124.5,-26.7732010426
24.6,-1.76881554871,0.0,124.6,-26.7873888254
24.7,-1.76420361977,0.0,124.7,-26.8005182737
24.8,-1.76003598791,0.0,124.8,-26.8127857231
24.9,-1.75633768397,0.0,124.9,-26.8244141043
25.0,-1.75312748106,0.0,125.0,-26.8356028817
25.1,-1.75042102343,0.0,125.1,-26.8464858138
25.2,-1.74822456881,0.0,125.2,-26.8571113977
25.3,-1.74653811718,0.0,125.3,-26.8674459983
25.4,-1.74535228199,0.0,125.4,-26.8773996611
25.5,-1.74465454782,0.0,125.5,-26.8868660051
25.6,-1.74442301272,0.0,125.6,-26.8957730666
25.7,-1.74463577471,0.0,125.7,-26.9041184991
25.8,-1.74526154526,0.0,125.8,-26.9119953859
25.9,-1.74626903584,0.0,125.9,-26.9195883293
26.0,-1.74762070023,0.0,126.0,-26.9271374687
26.1,-1.74927586333,0.0,126.1,-26.9348782504
26.2,-1.75119697891,0.0,126.2,-26.9429757213
26.3,-1.75333711419,0.0,126.3,-26.951476032
26.4,-1.75565559407,0.0,126.4,-26.9602876636
26.5,-1.75811174348,0.0,126.5,-26.9692095872
26.6,-1.76065862961,0.0,126.6,-26.9779899302
26.7,-1.76326183509,0.0,126.7,-26.986402633
26.8,-1.76587129828,0.0,126.8,-26.9943201949
26.9,-1.76845573065,0.0,126.9,-27.0017504379
27.0,-1.77097132825,0.0,127.0,-27.0088349427
27.1,-1.77338680257,0.0,127.1,-27.01580368
27.2,-1.77566147852,0.0,127.2,-27.0228975714
27.3,-1.77777032527,0.0,127.3,-27.0302965259
27.4,-1.77967266774,0.0,127.4,-27.0380646851
27.5,-1.78134973281,0.0,127.5,-27.0461300852
27.6,-1.78277336081,0.0,127.6,-27.0543096885
27.7,-1.78391852091,0.0,127.7,-27.0623594444
27.8,-1.78476331115,0.0,127.8,-27.0700493823
27.9,-1.78529208726,0.0,127.9,-27.0772168017
28.0,-1.78549233384,0.0,128.0,-27.0837983434
28.1,-1.78534840661,0.0,128.1,-27.0898237316
28.2,-1.78485404788,0.0,128.2,-27.0953774452
28.3,-1.78400299993,0.0,128.3,-27.1005510032
28.4,-1.78278900507,0.0,128.4,-27.1053968139
28.5,-1.78121206329,0.0,128.5,-27.1099000152
28.6,-1.77927217458,0.0,128.6,-27.1139745637
28.7,-1.77697246782,0.0,128.7,-27.1174843543
28.8,-1.77431920069,0.0,128.8,-27.1202776376
28.9,-1.7713123732,0.0,128.9,-27.1222308239
29.0,-1.76796762962,0.0,129.0,-27.1232688208
29.1,-1.76428184109,0.0,129.1,-27.1233775484
29.2,-1.76027065187,0.0,129.2,-27.1225890775
29.3,-1.75594031967,0.0,129.3,-27.1209511231
29.4,-1.75130023105,0.0,129.4,-27.1185035781
29.5,-1.74635977257,0.0,129.5,-27.1152534823
29.6,-1.74112833078,0.0,129.6,-27.1111703294
29.7,-1.73562154995,0.0,129.7,-27.1061923247
29.8,-1.72984881664,0.0,129.8,-27.1002467223
29.9,-1.72382264625,0.0,129.9,-27.0932811139
30.0,-1.71756494077,0.0,130.0,-27.0852806374
30.1,-1.71109134444,0.0,130.1,-27.0762922257
30.2,-1.70441750153,0.0,130.2,-27.0664136554
30.3,-1.69757157173,0.0,130.3,-27.0557763383
30.4,-1.69057232814,0.0,130.4,-27.0445202905
30.5,-1.6834510593,0.0,130.5,-27.0327651907
30.6,-1.67622966716,0.0,130.6,-27.0206002113
30.7,-1.66894256912,0.0,130.7,-27.0080808892
30.8,-1.661614796,0.0,130.8,-26.9952377309
30.9,-1.65428389402,0.0,130.9,-26.9820996783
31.0,-1.64697802286,0.0,131.0,-26.9687120996
31.1,-1.63972847105,0.0,131.1,-26.9551555629
31.2,-1.63256339827,0.0,131.2,-26.9415520933
31.3,-1.62551722189,0.0,131.3,-26.9280550048
31.4,-1.61861497273,0.0,131.4,-26.9148254332
31.5,-1.61187855277,0.0,131.5,-26.9020088701
31.6,-1.60533299283,0.0,131.6,-26.8897148255
31.7,-1.59900019488,0.0,131.7,-26.8780066585
31.8,-1.59289267432,0.0,131.8,-26.8669125289
31.9,-1.58702607543,0.0,131.9,-26.8564355655
32.0,-1.58140978475,0.0,132.0,-26.846582026
32.1,-1.57605006,0.0,132.1,-26.8373777234
32.2,-1.57095315888,0.0,132.2,-26.8288813238
32.3,-1.56611595254,0.0,132.3,-26.8211851283
32.4,-1.56153531212,0.0,132.4,-26.8144041222
32.5,-1.55721123763,0.0,132.5,-26.8086509442
32.6,-1.5531280848,0.0,132.6,-26.8040202421
32.7,-1.54928272478,0.0,132.7,-26.8005628598
32.8,-1.5456595133,0.0,132.8,-26.7982780151
32.9,-1.5422428061,0.0,132.9,-26.7971125175
33.0,-1.53901695892,0.0,133.0,-26.7969748479
33.1,-1.53596319864,0.0,133.1,-26.7977578433
33.2,-1.5330596233,0.0,133.2,-26.7993684203
33.3,-1.53029058862,0.0,133.3,-26.8017549527
33.4,-1.52762480608,0.0,133.4,-26.8049143118
33.5,-1.52504663142,0.0,133.5,-26.8088903014
33.6,-1.52252790496,0.0,133.6,-26.8137454987
33.7,-1.52004359588,0.0,133.7,-26.8195276185
33.8,-1.51756554451,0.0,133.8,-26.8262358788
33.9,-1.51507810658,0.0,133.9,-26.833795187
34.0,-1.51254686471,0.0,134.0,-26.8420608338
34.1,-1.50995304578,0.0,134.1,-26.8508411768
34.2,-1.50727161898,0.0,134.2,-26.8599437916
34.3,-1.50448381119,0.0,134.3,-26.86922084
34.4,-1.50156772043,0.0,134.4,-26.8785941006
34.5,-1.49850770244,0.0,134.5,-26.8880635735
34.6,-1.49528498412,0.0,134.6,-26.897682449
34.7,-1.49189330774,0.0,134.7,-26.9075164332
34.8,-1.4883139002,0.0,134.8,-26.9176085477
34.9,-1.48454363265,0.0,134.9,-26.9279486238
35.0,-1.48057311852,0.0,135.0,-26.9384662623
35.1,-1.4763961001,0.0,135.1,-26.9490456957
35.2,-1.47201257741,0.0,135.2,-26.959555512
35.3,-1.46741942158,0.0,135.3,-26.9698815083
35.4,-1.46261976147,0.0,135.4,-26.9799517209
35.5,-1.45760733937,0.0,135.5,-26.9897450299
35.6,-1.452388413,0.0,135.6,-26.9992817731
35.7,-1.44696298234,0.0,135.7,-27.0086018432
35.8,-1.44133417625,0.0,135.8,-27.0177349644
35.9,-1.43550199474,0.0,135.9,-27.0266858299
36.0,-1.4294726955,0.0,136.0,-27.03542628
36.1,-1.42324314968,0.0,136.1,-27.0439023421
36.2,-1.41682274385,0.0,136.2,-27.0520545679
36.3,-1.41020834915,0.0,136.3,-27.0598360247
36.4,-1.40340935214,0.0,136.4,-27.0672255927
36.5,-1.39642888167,0.0,136.5,-27.0742318762
36.6,-1.38927319544,0.0,136.6,-27.0808822527
36.7,-1.38194229346,0.0,136.7,-27.0872080107
36.8,-1.37445494885,0.0,136.8,-27.09323027
36.9,-1.36681116159,0.0,136.9,-27.0989427729
37.0,-1.35902344711,0.0,137.0,-27.1043126664
37.1,-1.35110432082,0.0,137.1,-27.109282849
37.2,-1.34306629812,0.0,137.2,-27.1137876148
37.3,-1.33492189442,0.0,137.3,-27.1177690799
37.4,-1.32668988285,0.0,137.4,-27.1211936092
37.5,-1.31837964997,0.0,137.5,-27.1240572917
37.6,-1.31001309773,0.0,137.6,-27.1263867226
37.7,-1.30160274155,0.0,137.7,-27.128226488
37.8,-1.2931642257,0.0,137.8,-27.1296266496
37.9,-1.28471632329,0.0,137.9,-27.130626318
38.0,-1.27627467859,0.0,138.0,-27.1312466131
38.1,-1.267851807,0.0,138.1,-27.1314836237
38.2,-1.25946648165,0.0,138.2,-27.1313193589
38.3,-1.25112808908,0.0,138.3,-27.1307280057
38.4,-1.24284914472,0.0,138.4,-27.1296876622
38.5,-1.23464216398,0.0,138.5,-27.1281920706
38.6,-1.2265227911,0.0,138.6,-27.1262521819
38.7,-1.21849415496,0.0,138.7,-27.1238961558
38.8,-1.21056564211,0.0,138.8,-27.1211631029
38.9,-1.20274976795,0.0,138.9,-27.1180890051
39.0,-1.1950465325,0.0,139.0,-27.1146996753
39.1,-1.1874653223,0.0,139.1,-27.1110091935
39.2,-1.18000926621,0.0,139.2,-27.1070191241
39.3,-1.17268149308,0.0,139.3,-27.102729467
39.4,-1.16548200292,0.0,139.4,-27.098150391
39.5,-1.15840766686,0.0,139.5,-27.0933045803
39.6,-1.15146474263,0.0,139.6,-27.0882389677
39.7,-1.14464071479,0.0,139.7,-27.0830130014
39.8,-1.13793558336,0.0,139.8,-27.0776978628
39.9,-1.13133996178,0.0,139.9,-27.0723623866
40.0,-1.12484759233,0.0,140.0,-27.0670613279
40.1,-1.11844595962,0.0,140.1,-27.0618314505
40.2,-1.11212254822,0.0,140.2,-27.0566876166
40.3,-1.10586797159,0.0,140.3,-27.0516259151
40.4,-1.09966345659,0.0,140.4,-27.0466322661
40.5,-1.09349648784,0.0,140.5,-27.0416918076
40.6,-1.0873545499,0.0,140.6,-27.0367990641
40.7,-1.08121574081,0.0,140.7,-27.0319618578
40.8,-1.07507380288,0.0,140.8,-27.0272028728
40.9,-1.06890683412,0.0,140.9,-27.0225565265
41.0,-1.06270544798,0.0,141.0,-27.0180634939
41.1,-1.0564540002,0.0,141.1,-27.0137605392
41.2,-1.05014310421,0.0,141.2,-27.0096781686
41.3,-1.04376024461,0.0,141.3,-27.0058351552
41.4,-1.03729603485,0.0,141.4,-27.0022408856
41.5,-1.0307442172,0.0,141.5,-26.9988953598
41.6,-1.02409853397,0.0,141.6,-26.9957954489
41.7,-1.01735272745,0.0,141.7,-26.9929395886
41.8,-1.01050053994,0.0,141.8,-26.9903316898
41.9,-1.00354197144,0.0,141.9,-26.9879780104
42.0,-0.99647076424,0.0,142.0,-26.98589263
42.1,-0.989283789487,0.0,142.1,-26.984087282
42.2,-0.981984176035,0.0,142.2,-26.9825713528
42.3,-0.974565666179,0.0,142.3,-26.9813495358
42.4,-0.967031388771,0.0,142.4,-26.9804171377
42.5,-0.959375086106,0.0,142.5,-26.9797632075
42.6,-0.95160301589,0.0,142.6,-26.9793705365
42.7,-0.943708920416,0.0,142.7,-26.9792211337
42.8,-0.935692799686,0.0,142.8,-26.9792915329
42.9,-0.927560911404,0.0,142.9,-26.9795629609
43.0,-0.919306997865,0.0,143.0,-26.9800111691
43.1,-0.910937316774,0.0,143.1,-26.9806142554
43.2,-0.902454996985,0.0,143.2,-26.9813487536
43.3,-0.893860038497,0.0,143.3,-26.9821880683
43.4,-0.885158699016,0.0,143.4,-26.9831063866
43.5,-0.876354107394,0.0,143.5,-26.984080242
43.6,-0.867449392484,0.0,143.6,-26.9850908615
43.7,-0.858453940845,0.0,143.7,-26.9861265117
43.8,-0.849370881328,0.0,143.8,-26.9871856284
43.9,-0.840209600494,0.0,143.9,-26.9882791624
44.0,-0.830973227193,0.0,144.0,-26.989425887
44.1,-0.821671147985,0.0,144.1,-26.9906547439
44.2,-0.812312749427,0.0,144.2,-26.9919954573
44.3,-0.802904289226,0.0,144.3,-26.9934777513
44.4,-0.793455153938,0.0,144.4,-26.9951235278
44.5,-0.783970036845,0.0,144.5,-26.9969453023
44.6,-0.774458324502,0.0,144.6,-26.998943857
44.7,-0.764924710191,0.0,144.7,-27.0011105875
44.8,-0.755377016042,0.0,144.8,-27.0034243741
44.9,-0.745819935336,0.0,144.9,-27.0058617504
45.0,-0.736262854629,0.0,145.0,-27.0083922101
45.1,-0.726708902775,0.0,145.1,-27.0109829002
45.2,-0.717162773052,0.0,145.2,-27.0136040965
45.3,-0.707630723167,0.0,145.3,-27.0162213819
45.4,-0.698117446399,0.0,145.4,-27.018805032
45.5,-0.6886260716,0.0,145.5,-27.0213268873
45.6,-0.679165985328,0.0,145.6,-27.0237603525
45.7,-0.66973875201,0.0,145.7,-27.0260850901
45.8,-0.660352193777,0.0,145.8,-27.0282885847
45.9,-0.651014132763,0.0,145.9,-27.0303637963
46.0,-0.641726133392,0.0,146.0,-27.0323169826
46.1,-0.63249445337,0.0,146.1,-27.0341606591
46.2,-0.623322221551,0.0,146.2,-27.0359167277
46.3,-0.614212566786,0.0,146.3,-27.0376125659
46.4,-0.605168617929,0.0,146.4,-27.0392794622
46.5,-0.596193503833,0.0,146.5,-27.0409471407
46.6,-0.587282531218,0.0,146.6,-27.0426414144
46.7,-0.57843726451,0.0,146.7,-27.0443865321
46.8,-0.569648317152,0.0,146.8,-27.0461965734
46.9,-0.560914124717,0.0,146.9,-27.0480809249
47.0,-0.552226865073,0.0,147.0,-27.0500419334
47.1,-0.543577151661,0.0,147.1,-27.0520749055
47.2,-0.534958726778,0.0,147.2,-27.0541704546
47.3,-0.526362203863,0.0,147.3,-27.0563105899
47.4,-0.517776631933,0.0,147.4,-27.0584765382
47.5,-0.50919262443,0.0,147.5,-27.0606424865
47.6,-0.500602359221,0.0,147.6,-27.0627802751
47.7,-0.491994885322,0.0,147.7,-27.0648633088
47.8,-0.483363945027,0.0,147.8,-27.0668610813
47.9,-0.474703280632,0.0,147.9,-27.0687501262
48.0,-0.466006634429,0.0,148.0,-27.0705054125
48.1,-0.457270877568,0.0,148.1,-27.0721089496
48.2,-0.448489752341,0.0,148.2,-27.0735466574
48.3,-0.439661694324,0.0,148.3,-27.0748099317
48.4,-0.430782010236,0.0,148.4,-27.0758940792
48.5,-0.421849135652,0.0,148.5,-27.0768014465
48.6,-0.412861506144,0.0,148.6,-27.0775367269
48.7,-0.403815992861,0.0,148.7,-27.0781116536
48.8,-0.394712595802,0.0,148.8,-27.0785395242
48.9,-0.385546621688,0.0,148.9,-27.0788383296
49.0,-0.376318070519,0.0,149.0,-27.079026843
49.1,-0.367022249017,0.0,149.1,-27.0791246196
49.2,-0.357656028327,0.0,149.2,-27.0791512149
49.3,-0.348217844024,0.0,149.3,-27.0791261841
49.4,-0.338706131682,0.0,149.4,-27.079063607
49.5,-0.329116198022,0.0,149.5,-27.0789799102
49.6,-0.319451171895,0.0,149.6,-27.0788852624
49.7,-0.309706360023,0.0,149.7,-27.0787913968
49.8,-0.29988489126,0.0,149.8,-27.0787045712
49.9,-0.289983636751,0.0,149.9,-27.0786326075
