Time,Tension Stroke,Vessel Heave,Time,Riser Stretch
7.4,-1.16466537235,0.0,107.4,-0.752495342665
7.5,-1.18160185226,0.0,107.5,-0.758285284668
7.6,-1.19684562283,0.0,107.6,-0.764361516697
7.7,-1.21040294177,0.0,107.7,-0.770760020559
7.8,-1.22228632449,0.0,107.8,-0.777502698222
7.9,-1.23250515755,0.0,107.9,-0.784611451657
8.0,-1.24106882751,0.0,108.0,-0.792097231847
8.1,-1.24800236519,0.0,108.1,-0.799967860925
8.2,-1.25332454371,0.0,108.2,-0.808215516759
8.3,-1.25706978044,0.0,108.3,-0.816810475247
8.4,-1.25927562163,0.0,108.4,-0.825710496877
8.5,-1.25999212891,0.0,108.5,-0.834857697875
8.6,-1.25927562163,0.0,108.6,-0.844203581022
8.7,-1.25719806341,0.0,108.7,-0.853707471232
8.8,-1.25384080441,0.0,108.8,-0.86334590211
8.9,-1.24930083908,0.0,108.9,-0.873107922672
9.0,-1.24368454841,0.0,109.0,-0.882993532917
9.1,-1.23712021535,0.0,109.1,-0.893004297271
9.2,-1.22974863828,0.0,109.2,-0.903148037868
9.3,-1.22171374444,0.0,109.3,-0.913443527822
9.4,-1.2131751053,0.0,109.4,-0.92391892681
9.5,-1.20429542121,0.0,109.5,-0.934621167621
9.6,-1.19525303678,0.0,109.6,-0.9456003119
9.7,-1.18622003891,0.0,109.7,-0.956901728012
9.8,-1.1773747722,0.0,109.8,-0.96855826891
9.9,-1.16889245241,0.0,109.9,-0.980582450006
10.0,-1.16095142415,0.0,110.0,-0.992968013593
10.1,-1.1537112589,0.0,110.1,-1.00569149328
10.2,-1.1473283993,0.0,110.2,-1.01871690725
10.3,-1.14195303028,0.0,110.3,-1.03199888715
10.4,-1.13771030596,0.0,110.4,-1.04548111362
10.5,-1.13472538044,0.0,110.5,-1.05909162306
10.6,-1.13309524816,0.0,110.6,-1.07274124316
10.7,-1.13291690356,0.0,110.7,-1.08633610833
10.8,-1.13425605253,0.0,110.8,-1.09977453087
10.9,-1.13716275673,0.0,110.9,-1.11296420961
11.0,-1.14167143354,0.0,111.0,-1.12583161652
11.1,-1.14780085606,0.0,111.1,-1.13831730339
11.2,-1.15554163775,0.0,111.2,-1.15037903072
11.3,-1.16488126319,0.0,111.3,-1.16198550998
11.4,-1.1757790573,0.0,111.4,-1.17311640361
11.5,-1.18817870072,0.0,111.5,-1.18375919622
11.6,-1.20201448756,0.0,111.6,-1.19391545223
11.7,-1.21720193878,0.0,111.7,-1.20359768705
11.8,-1.23363154454,0.0,111.8,-1.21283249592
11.9,-1.2512000527,0.0,111.9,-1.22164960296
12.0,-1.26978230914,0.0,112.0,-1.23007873225
12.1,-1.28924377321,0.0,112.1,-1.23814178577
12.2,-1.30945303309,0.0,112.2,-1.24584502123
12.3,-1.33026303269,0.0,112.3,-1.25318843862
12.4,-1.35153297364,0.0,112.4,-1.26016421581
12.5,-1.37311267102,0.0,112.5,-1.26676765953
12.6,-1.3948644553,0.0,112.6,-1.27298781878
12.7,-1.41664439925,0.0,112.7,-1.2788200003
12.8,-1.43832734876,0.0,112.8,-1.28425325309
12.9,-1.45978502088,0.0,112.9,-1.28927975502
13.0,-1.48090477691,0.0,113.0,-1.29389324839
13.1,-1.50158649354,0.0,113.1,-1.29810155533
13.2,-1.52173630522,0.0,113.2,-1.30192032011
13.3,-1.5412697329,0.0,113.3,-1.3053902178
13.4,-1.56011481298,0.0,113.4,-1.30856600333
13.5,-1.57821835495,0.0,113.5,-1.31151181819
13.6,-1.59552403948,0.0,113.6,-1.31430431927
13.7,-1.61199744918,0.0,113.7,-1.31701547017
13.8,-1.62759790896,0.0,113.8,-1.31972505665
13.9,-1.64229725915,0.0,113.9,-1.32250660674
14.0,-1.65607985549,0.0,114.0,-1.3254352129
14.1,-1.66892066715,0.0,114.1,-1.32857970991
14.2,-1.68080092102,0.0,114.2,-1.33199798153
14.3,-1.69171123054,0.0,114.3,-1.33573539614
14.4,-1.7016390803,0.0,114.4,-1.33981385569
14.5,-1.71057195488,0.0,114.5,-1.34424274675
14.6,-1.71850672544,0.0,114.6,-1.34900798948
14.7,-1.72543087656,0.0,114.7,-1.35409237519
14.8,-1.7313412794,0.0,114.8,-1.35946930863
14.9,-1.7362410628,0.0,114.9,-1.3651090657
15.0,-1.74013022676,0.0,115.0,-1.37098505115
15.1,-1.74302128669,0.0,115.1,-1.37706910531
15.2,-1.74492362916,0.0,115.2,-1.38333463293
15.3,-1.74586541384,0.0,115.3,-1.3897628609
15.4,-1.74586854269,0.0,115.4,-1.39634596707
15.5,-1.74497056195,0.0,115.5,-1.40309020916
15.6,-1.74321214671,0.0,115.6,-1.41001123143
15.7,-1.74064335861,0.0,115.7,-1.41714501569
15.8,-1.73731738814,0.0,115.8,-1.42452441488
15.9,-1.73329368351,0.0,115.9,-1.43219166853
16.0,-1.72864733719,0.0,116.0,-1.44017962959
16.1,-1.72344405507,0.0,116.1,-1.44851802215
16.2,-1.71776518734,0.0,116.2,-1.45723031262
16.3,-1.71168895531,0.0,116.3,-1.46633058082
16.4,-1.70529983801,0.0,116.4,-1.4758203912
16.5,-1.6986791856,0.0,116.5,-1.48568879275
16.6,-1.69191773482,0.0,116.6,-1.49590762581
16.7,-1.68510309355,0.0,116.7,-1.50643308645
16.8,-1.67832286965,0.0,116.8,-1.51720416202
16.9,-1.67167092871,0.0,116.9,-1.52815201777
17.0,-1.66523487862,0.0,117.0,-1.53920156123
17.1,-1.65909606954,0.0,117.1,-1.55027769995
17.2,-1.65334836705,0.0,117.2,-1.56131316358
17.3,-1.64806999247,0.0,117.3,-1.57224381064
17.4,-1.64333916712,0.0,117.4,-1.58301019293
17.5,-1.63924037002,0.0,117.5,-1.59356850652
17.6,-1.63583304938,0.0,117.6,-1.60387807631
17.7,-1.63318916881,0.0,117.7,-1.61392012919
17.8,-1.63135566111,0.0,117.8,-1.62368058533
17.9,-1.6303825879,0.0,117.9,-1.63316726685
18.0,-1.63030436658,0.0,118.0,-1.64238799588
18.1,-1.63114289912,0.0,118.1,-1.65136310998
18.2,-1.63291070092,0.0,118.2,-1.66010356012
18.3,-1.63560777199,0.0,118.3,-1.66862342614
18.4,-1.63921846805,0.0,118.4,-1.6769258369
18.5,-1.64372088715,0.0,118.5,-1.68501079239
18.6,-1.6490743542,0.0,118.6,-1.69287047048
18.7,-1.65522880754,0.0,118.7,-1.70048922691
18.8,-1.66212792785,0.0,118.8,-1.70784203086
18.9,-1.66969975149,0.0,118.9,-1.71490072265
19.0,-1.67787544371,0.0,119.0,-1.72162619163
19.1,-1.68657365434,0.0,119.1,-1.72798245598
19.2,-1.69570990435,0.0,119.2,-1.7339335339
19.3,-1.70520910128,0.0,119.3,-1.73945126571
19.4,-1.71497737955,0.0,119.4,-1.74452000716
19.5,-1.72494277554,0.0,119.5,-1.74913662938
19.6,-1.73501768137,0.0,119.6,-1.75331208337
19.7,-1.74513639115,0.0,119.7,-1.75706983551
19.8,-1.75522068354,0.0,119.8,-1.76044899648
19.9,-1.76521423921,0.0,119.9,-1.76349806348
20.0,-1.77505135223,0.0,120.0,-1.76627961356
20.1,-1.78467570327,0.0,120.1,-1.76886091708
20.2,-1.79404348839,0.0,120.2,-1.77131863091
20.3,-1.80310464594,0.0,120.3,-1.77372315424
20.4,-1.81181537198,0.0,120.4,-1.77614488627
20.5,-1.82013812028,0.0,120.5,-1.77864483961
20.6,-1.82804160231,0.0,120.6,-1.78126838264
20.7,-1.83548514299,0.0,120.7,-1.78404993273
20.8,-1.84244684034,0.0,120.8,-1.78701139185
20.9,-1.84888914814,0.0,120.9,-1.79016058213
21.0,-1.85479329327,0.0,121.0,-1.79349750359
21.1,-1.8601342449,0.0,121.1,-1.79700651194
21.2,-1.86489322993,0.0,121.2,-1.8006703985
21.3,-1.86905147522,0.0,121.3,-1.80446569688
21.4,-1.87259646538,0.0,121.4,-1.80836894068
21.5,-1.8755219427,0.0,121.5,-1.81235822793
21.6,-1.87781852061,0.0,121.6,-1.81642104322
21.7,-1.87949245683,0.0,121.7,-1.82055895097
21.8,-1.8805406225,0.0,121.8,-1.8247782089
21.9,-1.88097553303,0.0,121.9,-1.82910071896
22.0,-1.88080657498,0.0,122.0,-1.83355151199
22.1,-1.88004939262,0.0,122.1,-1.83816969864
22.2,-1.87872275906,0.0,122.2,-1.84299282515
22.3,-1.87684544741,0.0,122.3,-1.84806313102
22.4,-1.87443935965,0.0,122.4,-1.85342285577
22.5,-1.8715295266,0.0,122.5,-1.8591079812
22.6,-1.86814097908,0.0,122.6,-1.86514510257
22.7,-1.86429874791,0.0,122.7,-1.87155142857
22.8,-1.86002786391,0.0,122.8,-1.87832695918
22.9,-1.85535961562,0.0,122.9,-1.88545917901
23.0,-1.8503221627,0.0,123.0,-1.89291836396
23.1,-1.84494679368,0.0,123.1,-1.90066696778
23.2,-1.8392647971,0.0,123.2,-1.90865492883
23.3,-1.83331059033,0.0,123.3,-1.91682592777
23.4,-1.82712484845,0.0,123.4,-1.92512364525
23.5,-1.82074824656,0.0,123.5,-1.93348393978
23.6,-1.81422771744,0.0,123.6,-1.9418551853
23.7,-1.80760706504,0.0,123.7,-1.95018262688
23.8,-1.80094260869,0.0,123.8,-1.95843028271
23.9,-1.79428441005,0.0,123.9,-1.96656686427
24.0,-1.78768878847,0.0,124.0,-1.97457985615
24.1,-1.78121832099,0.0,124.1,-1.98246456507
24.2,-1.77492619812,0.0,124.2,-1.9902256843
24.3,-1.76887186806,0.0,124.3,-1.99787885811
24.4,-1.76310852131,0.0,124.4,-2.00543816634
24.5,-1.7576862195,0.0,124.5,-2.01292081768
24.6,-1.75264876659,0.0,124.6,-2.02034402081
24.7,-1.74803996649,0.0,124.7,-2.02771872673
24.8,-1.74389110775,0.0,124.8,-2.03504962871
24.9,-1.74022722119,0.0,124.9,-2.04233046905
25.0,-1.73706395107,0.0,125.0,-2.04954560347
25.1,-1.73441381279,0.0,125.1,-2.05666843675
25.2,-1.73227993522,0.0,125.2,-2.06366142263
25.3,-1.73065293179,0.0,125.3,-2.07048075719
25.4,-1.72952341595,0.0,125.4,-2.07708263648
25.5,-1.72886948573,0.0,125.5,-2.08342012771
25.6,-1.72867236801,0.0,125.6,-2.08945099137
25.7,-1.72890390311,0.0,125.7,-2.09514237451
25.8,-1.72952967366,0.0,125.8,-2.08734370905
25.9,-1.73051839113,0.0,125.9,-2.04904968031
26.0,-1.73183563813,0.0,126.0,-1.98484405758
26.1,-1.73344699729,0.0,126.1,-1.91338888304
26.2,-1.73531179353,0.0,126.2,-1.84524403469
26.3,-1.73739560946,0.0,126.3,-1.77992297596
26.4,-1.73966089884,0.0,126.4,-1.71467388083
26.5,-1.7420669866,0.0,126.5,-1.64904150124
26.6,-1.74457945536,0.0,126.6,-1.58453550864
26.7,-1.74715763002,0.0,126.7,-1.52380760573
26.8,-1.74976396436,0.0,126.8,-1.4701258792
26.9,-1.75236091213,0.0,126.9,-1.42563515761
27.0,-1.75491092712,0.0,127.0,-1.38827196256
27.1,-1.75737020538,0.0,127.1,-1.35016253614
27.2,-1.75970745838,0.0,127.2,-1.30089562083
27.3,-1.76188201103,0.0,127.3,-1.23500823975
27.4,-1.76385631711,0.0,127.4,-1.15732977709
27.5,-1.76560221695,0.0,127.5,-1.07982496577
27.6,-1.76708529315,0.0,127.6,-1.01184751105
27.7,-1.76828051489,0.0,127.7,-0.953525695901
27.8,-1.76916285137,0.0,127.8,-0.898996050276
27.9,-1.7697104006,0.0,127.9,-0.844807449601
28.0,-1.76991377603,0.0,128.0,-0.793362852782
28.1,-1.76975733339,0.0,128.1,-0.748330839663
28.2,-1.76923481498,0.0,128.2,-0.70871174179
28.3,-1.7683462208,0.0,128.3,-0.668304173026
28.4,-1.76709155085,0.0,128.4,-0.620038490596
28.5,-1.76547706284,0.0,128.5,-0.560355624502
28.6,-1.76350275675,0.0,128.6,-0.490981137033
28.7,-1.76118114802,0.0,128.7,-0.418224359748
28.8,-1.75851849433,0.0,128.8,-0.350163990431
28.9,-1.75552418226,0.0,128.9,-0.292416319759
29.0,-1.75220134064,0.0,129.0,-0.245108066268
29.1,-1.74856561375,0.0,129.1,-0.203750890697
29.2,-1.74461387274,0.0,129.2,-0.163383997019
29.3,-1.74035863301,0.0,129.3,-0.121967373245
29.4,-1.73580302341,0.0,129.4,-0.0798983836737
29.5,-1.7309501728,0.0,129.5,-0.0368000015499
29.6,-1.72580946775,0.0,129.6,0.0103784045522
29.7,-1.72038090824,0.0,129.7,0.0665334891772
29.8,-1.71467700968,0.0,129.8,0.131403993121
29.9,-1.7087102875,0.0,129.9,0.19934233718
30.0,-1.70249012824,0.0,130.0,0.263973483889
30.1,-1.69603530503,0.0,130.1,0.320827867102
30.2,-1.68936459098,0.0,130.2,0.37217390506
30.3,-1.68250614577,0.0,130.3,0.422856626235
30.4,-1.67548187136,0.0,130.4,0.474886318517
30.5,-1.66832931398,0.0,130.5,0.52869632801
30.6,-1.66107663332,0.0,130.6,0.584870185752
30.7,-1.65376137561,0.0,130.7,0.64362847586
30.8,-1.64641482936,0.0,130.8,0.704885154884
30.9,-1.63907766968,0.0,130.9,0.768757554803
31.0,-1.63178118508,0.0,131.0,0.834953127884
31.1,-1.62455979295,0.0,131.1,0.901654010683
31.2,-1.61744478181,0.0,131.2,0.965740737014
31.3,-1.61046431133,0.0,131.3,1.02476967288
31.4,-1.60364341235,0.0,131.4,1.0790615257
31.5,-1.59699772912,0.0,131.5,1.1318280628
31.6,-1.59054916362,0.0,131.6,1.18697096357
31.7,-1.5843133601,0.0,131.7,1.24652085342
31.8,-1.57829657627,0.0,131.8,1.30992705428
31.9,-1.57251132755,0.0,131.9,1.37549529238
32.0,-1.56696074278,0.0,132.0,1.44206163451
32.1,-1.56165107967,0.0,132.1,1.50917396145
32.2,-1.55657920938,0.0,132.2,1.57607196197
32.3,-1.55175138959,0.0,132.3,1.6410957797
32.4,-1.54716762032,0.0,132.4,1.70246040414
32.5,-1.54282164386,0.0,132.5,1.75967616985
32.6,-1.53871033135,0.0,132.6,1.81422928187
32.7,-1.5348336828,0.0,132.7,1.86897638276
32.8,-1.5311791828,0.0,132.8,1.92667399179
32.9,-1.52774057363,0.0,132.9,1.98859242317
33.0,-1.5245053399,0.0,133.0,2.05399796093
33.1,-1.52146096618,0.0,133.1,2.12081930456
33.2,-1.5185855505,0.0,133.2,2.18693509189
33.3,-1.51586031976,0.0,133.3,2.25106092889
33.4,-1.51326337199,0.0,133.4,2.31268524811
33.5,-1.5107665475,0.0,133.5,2.3715436615
33.6,-1.50834168662,0.0,133.6,2.42754386792
33.7,-1.50595750083,0.0,133.7,2.48130694462
33.8,-1.5035889593,0.0,133.8,2.53457409816
33.9,-1.5011985158,0.0,133.9,2.58974985188
34.0,-1.49875801066,0.0,134.0,2.64868022889
34.1,-1.4962392842,0.0,134.1,2.71158112003
34.2,-1.49362043446,0.0,134.2,2.77693503172
34.3,-1.4908701729,0.0,134.3,2.84236716473
34.4,-1.48797598411,0.0,134.4,2.90583124937
34.5,-1.48491909498,0.0,134.5,2.96634639029
34.6,-1.48169011894,0.0,134.6,3.02400175981
34.7,-1.47827341175,0.0,134.7,3.07955766913
34.8,-1.47466897339,0.0,134.8,3.13409983017
34.9,-1.47087367501,0.0,134.9,3.18892828123
35.0,-1.46688751661,0.0,135.0,3.24550888983
35.1,-1.46270736935,0.0,135.1,3.30514169428
35.2,-1.45833636206,0.0,135.2,3.36834608413
35.3,-1.45377762361,0.0,135.3,3.43436018376
35.4,-1.44902802515,0.0,135.4,3.50125192657
35.5,-1.44409069552,0.0,135.5,3.56674350779
35.6,-1.43896250587,0.0,135.6,3.62924077692
35.7,-1.43364345621,0.0,135.7,3.68845587953
35.8,-1.42813041767,0.0,135.8,3.74529461848
35.9,-1.42242026141,0.0,135.9,3.80127448735
36.0,-1.41650672973,0.0,136.0,3.85793801055
36.1,-1.41038669376,0.0,136.1,3.91650700507
36.2,-1.40406015351,0.0,136.2,3.97775116868
36.3,-1.39752398013,0.0,136.3,4.04183633058
36.4,-1.39078130246,0.0,136.4,4.10814923564
36.5,-1.38383524937,0.0,136.5,4.17527094914
36.6,-1.37668894971,0.0,136.6,4.24132415942
36.7,-1.36935804773,0.0,136.7,4.30466934765
36.8,-1.36185192999,0.0,136.8,4.36461503737
36.9,-1.35417998306,0.0,136.9,4.42172442208
37.0,-1.34636410891,0.0,137.0,4.47754159061
37.1,-1.33841995179,0.0,137.1,4.5339141305
37.2,-1.33036628483,0.0,137.2,4.59230008714
37.3,-1.32221875228,0.0,137.3,4.65339406582
37.4,-1.31399925612,0.0,137.4,4.71707091244
37.5,-1.30572031176,0.0,137.5,4.78253433398
37.6,-1.29740695002,0.0,137.6,4.84850150081
37.7,-1.28906542861,0.0,137.7,4.91347838575
37.8,-1.28071139178,0.0,137.8,4.9761367908
37.9,-1.27235735495,0.0,137.9,5.03579306164
38.0,-1.26400957583,0.0,138.0,5.09276008356
38.1,-1.25568369868,0.0,138.1,5.14832068616
38.2,-1.24738285235,0.0,138.2,5.20427865306
38.3,-1.23911955225,0.0,138.3,5.26226568097
38.4,-1.23089692724,0.0,138.4,5.32315628422
38.5,-1.22272436387,0.0,138.5,5.38683469527
38.6,-1.21461750641,0.0,138.6,5.45235287173
38.7,-1.20657948371,0.0,138.7,5.51830282987
38.8,-1.19862281118,0.0,138.8,5.58324529743
38.9,-1.19076313309,0.0,138.9,5.6460648384
39.0,-1.18300357829,0.0,139.0,5.70624988536
39.1,-1.17536604874,0.0,139.1,5.7640789062
39.2,-1.16785054445,0.0,139.2,5.8206000666
39.3,-1.16047270968,0.0,139.3,5.87736997079
39.4,-1.15323254443,0.0,139.4,5.93592801432
39.5,-1.14614256411,0.0,139.5,5.99724257712
39.6,-1.13919651102,0.0,139.6,6.06134181886
39.7,-1.13239438515,0.0,139.7,6.12732462996
39.8,-1.12572679995,0.0,139.8,6.19372514289
39.9,-1.11918749772,0.0,139.9,6.25902742851
40.0,-1.11276396303,0.0,140.0,6.32213325951
40.1,-1.10644055164,0.0,140.1,6.38264370716
40.2,-1.10019536156,0.0,140.2,6.44092797607
40.3,-1.09401274854,0.0,140.3,6.49799981455
40.4,-1.08787393945,0.0,140.4,6.55525781977
40.5,-1.08175703234,0.0,140.5,6.61407399365
40.6,-1.07564325408,0.0,140.6,6.67536821891
40.7,-1.06952008926,0.0,140.7,6.73926408522
40.8,-1.06336563591,0.0,140.8,6.80501536122
40.9,-1.05717050748,0.0,140.9,6.87125160938
41.0,-1.0509253174,0.0,141.0,6.93645690057
41.1,-1.04461755027,0.0,141.1,6.99949076795
41.2,-1.03824720608,0.0,141.2,7.05994333182
41.3,-1.03180489828,0.0,141.3,7.11822290746
41.4,-1.02529062687,0.0,141.4,7.17538861152
41.5,-1.01870126299,0.0,141.5,7.23280305938
41.6,-1.01203054894,0.0,141.6,7.29174282294
41.7,-1.00528474242,0.0,141.7,7.35302453279
41.8,-0.998451328027,0.0,141.8,7.41675926319
41.9,-0.99153343461,0.0,141.9,7.48229308391
42.0,-0.98452167561,0.0,142.0,7.54838384043
42.1,-0.977412922176,0.0,142.1,7.61360321145
42.2,-0.970197787748,0.0,142.2,7.67680760131
42.3,-0.962870014621,0.0,142.3,7.73752924651
42.4,-0.95542334509,0.0,142.4,7.79611857857
42.5,-0.947848392597,0.0,142.5,7.85360968332
42.6,-0.940142028288,0.0,142.6,7.91135422514
42.7,-0.932297994458,0.0,142.7,7.97059435857
42.8,-0.924313162255,0.0,142.8,8.03208726598
42.9,-0.916190660532,0.0,142.9,8.09589239556
43.0,-0.907930489287,0.0,143.0,8.16136989694
43.1,-0.899532648522,0.0,143.1,8.22735740131
43.2,-0.8910127825,0.0,143.2,8.29252827512
43.3,-0.882370891221,0.0,143.3,8.35580619301
43.4,-0.873619490095,0.0,143.4,8.41670618283
43.5,-0.864771094535,0.0,143.5,8.475516099
43.6,-0.855835091098,0.0,143.6,8.53319962819
43.7,-0.846820866342,0.0,143.7,8.59107088855
43.8,-0.837737806826,0.0,143.8,8.6503657769
43.9,-0.82859842796,0.0,143.9,8.71183834677
44.0,-0.819402729745,0.0,144.0,8.77554804634
44.1,-0.810163227592,0.0,144.1,8.84086284738
44.2,-0.8008799215,0.0,144.2,8.90665949173
44.3,-0.791559069175,0.0,144.3,8.97168643831
44.4,-0.782200670618,0.0,144.4,9.03493619653
44.5,-0.772806290254,0.0,144.5,9.0959582116
44.6,-0.763374363656,0.0,144.6,9.15500279174
44.7,-0.753908019679,0.0,144.7,9.21295853112
44.8,-0.744408822748,0.0,144.8,9.27106758428
44.9,-0.734879901716,0.0,144.9,9.33051891527
45.0,-0.725324385435,0.0,145.0,9.39207283531
45.1,-0.715750096038,0.0,145.1,9.45581382341
45.2,-0.706161726804,0.0,145.2,9.52112862444
45.3,-0.696567099864,0.0,145.3,9.5869315265
45.4,-0.686980295056,0.0,145.4,9.65199914817
45.5,-0.677409134512,0.0,145.5,9.71536154509
45.6,-0.667869262495,0.0,145.6,9.77659319329
45.7,-0.658373194417,0.0,145.7,9.83593188559
45.8,-0.648930316835,0.0,145.8,9.8942098968
45.9,-0.639551580734,0.0,145.9,9.9525880313
46.0,-0.630244808247,0.0,146.0,10.0121989338
46.1,-0.621014692652,0.0,146.1,10.0737810135
46.2,-0.611867491655,0.0,146.2,10.1374312649
46.3,-0.602801640828,0.0,146.3,10.202595881
46.4,-0.593817140174,0.0,146.4,10.2682266961
46.5,-0.584907731985,0.0,146.5,10.3331472617
46.6,-0.576068722983,0.0,146.6,10.3964157931
46.7,-0.56728603333,0.0,146.7,10.4576130239
46.8,-0.558551840895,0.0,146.8,10.516976747
46.9,-0.549855194693,0.0,146.9,10.5753110775
47.0,-0.541185143739,0.0,147.0,10.633733016
47.1,-0.532532301475,0.0,147.1,10.6933220165
47.2,-0.523887281343,0.0,147.2,10.7547851998
47.3,-0.515243825637,0.0,147.3,10.8182414623
47.4,-0.5065925478,0.0,147.4,10.8831776722
47.5,-0.497931883404,0.0,147.5,10.9486144984
47.6,-0.489255574745,0.0,147.6,11.0134224253
47.7,-0.480563621821,0.0,147.7,11.076684699
47.8,-0.471857589061,0.0,147.8,11.1379883108
47.9,-0.463132783184,0.0,147.9,11.1975491516
48.0,-0.45439389747,0.0,148.0,11.2561306616
48.1,-0.445634674212,0.0,148.1,11.3148060371
48.2,-0.436855113412,0.0,148.2,11.3746046707
48.3,-0.428052086217,0.0,148.3,11.4362086524
48.4,-0.41921933492,0.0,148.4,11.4997212342
48.5,-0.410350601817,0.0,148.5,11.5646668306
48.6,-0.401439629202,0.0,148.6,11.6301099146
48.7,-0.392477030516,0.0,148.7,11.6949647743
48.8,-0.383454983629,0.0,148.8,11.7583490732
48.9,-0.374365666407,0.0,148.9,11.8198404162
49.0,-0.36519656344,0.0,149.0,11.8796265344
49.1,-0.35594298145,0.0,149.1,11.938427064
49.2,-0.346598662729,0.0,149.2,11.9972682688
49.3,-0.337158914,0.0,149.3,12.0571451237
49.4,-0.327623735263,0.0,149.4,12.1187178169
49.5,-0.317994690943,0.0,149.5,12.1820958581
49.6,-0.308273345467,0.0,149.6,12.2468224348
49.7,-0.298464392114,0.0,149.7,12.3120152105
49.8,-0.288575653016,0.0,149.8,12.3766447928
49.9,-0.278611821452,0.0,149.9,12.4398632625
50.0,-0.268583848408,0.0,150.0,12.5012732553
50.1,-0.258499556013,0.0,150.1,12.5610374716
50.2,-0.248366766401,0.0,150.2,12.6198411301
50.3,-0.238191737278,0.0,150.3,12.6786729482
50.4,-0.227979161921,0.0,150.4,12.7384966127
